24.0	23.0	22.0	21.0	20.0	17.0	16.0	14.0	12.0	10.0	8.0	 5
12.9						17.9		20.8			 
				20.1	22.0		23.2	25.0	24.7	24.0	
				19.2							
		15.6									
	6.4										17.8
				11.2							
				32.8							
				17.8							
				15.9							
				14.2							
			19.0								
		11.9									
				19.2							
				13.8							
	6.4										17.8
				15
